genus,species,score
Cannabis,sativa,0.09927536231884057
Celtis,occidentalis,0.010869565217391304
Celtis,reticulata,0.15851449275362317
Humulus,lupulus,0.7230072463768116
Humulus,scandens,0.008333333333333333
