binomial,count
Grindelia hirsutula,192
Grindelia nana,37
Grindelia squarrosa,1
Grindelia stricta,79
Harmonia doris-nilesiae,30
Harmonia guggolziorum,1
Harmonia hallii,1
Harmonia stebbinsii,55
Hazardia whitneyi,84
Hedypnois cretica,6
Hedypnois rhagadioloides,2
Helenium autumnale,4
Helenium bigelovii,132
Helenium bolanderi,49
Helenium puberulum,50
Helianthella californica,55
Helianthus annuus,18
Helianthus bolanderi,41
Helianthus cusickii,6
Helianthus exilis,29
Helianthus nuttallii,1
Helminthotheca echioides,78
Hemizonella minima,124
Hemizonia congesta,271
Hesperevax acaulis,9
Hesperevax sparsiflora,47
Heterotheca grandiflora,1
Heterotheca oregona,64
Heterotheca sessiliflora,34
Heterotheca villosa,15
Hieracium albiflorum,244
Hieracium bolanderi,40
Hieracium greenei,71
Hieracium horridum,19
Hieracium nudicaule,37
Hieracium parryi,10
Hieracium scouleri,66
Hieracium triste,14
Holocarpha virgata,1
Holozonia filipes,2
Hulsea nana,60
Hymenothrix wrightii,1
Hymenoxys cooperi,1
Hymenoxys hoopesii,13
Hymenoxys lemmonii,35
Hypochaeris glabra,223
Hypochaeris radicata,237
Ionactis alpina,3
Iva axillaris,38
Jaumea carnosa,16
Kyhosia bolanderi,24
Lactuca biennis,7
Lactuca canadensis,7
Lactuca ludoviciana,3
Lactuca saligna,21
Lactuca serriola,66
Lactuca tatarica,6
Lactuca virosa,2
Lagophylla dichotoma,1
Lagophylla glandulosa,8
Lagophylla minor,17
Lagophylla ramosissima,77
Lapsana communis,14
Lasthenia californica,137
Lasthenia conjugens,1
Lasthenia glaberrima,31
Lasthenia gracilis,4
Lasthenia maritima,3
Lasthenia microglossa,1
Lasthenia minor,4
Layia carnosa,57
Layia chrysanthemoides,23
Layia fremontii,1
Layia gaillardioides,9
Layia glandulosa,14
Layia platyglossa,15
Layia septentrionalis,3
Leontodon saxatilis,58
Lessingia arachnoidea,11
Lessingia hololeuca,9
Lessingia micradenia,1
Lessingia nemaclada,84
Lessingia ramulosa,22
Leucanthemum lacustre,2
Leucanthemum maximum,2
Leucanthemum vulgare,237
Logfia filaginoides,21
Logfia gallica,40
Luina hypoleuca,80
Madia anomala,3
Madia citrigracilis,9
Madia citriodora,26
Madia elegans,117
Madia exigua,119
Madia glomerata,34
Madia gracilis,207
Madia sativa,56
Malacothrix clevelandii,12
Malacothrix floccifera,103
Matricaria discoidea,51
Matricaria occidentalis,5
Micropus amphibolus,1
Micropus californicus,65
Microseris acuminata,3
Microseris bigelovii,13
Microseris borealis,9
Microseris douglasii,14
Microseris laciniata,67
Microseris nutans,138
Microseris paludosa,4
Nestotus stenophyllus,25
Nothocalais alpestris,10
Nothocalais troximoides,30
Onopordum acanthium,1868
Oreostemma alpigenum,95
Oreostemma elatum,1
Packera bolanderi,77
Packera breweri,9
Packera cana,64
Packera clevelandii,7
Packera eurycephala,45
Packera greenei,42
Packera hesperia,6
Packera indecora,5
Packera macounii,79
Packera multilobata,3
Packera pseudaurea,5
Packera streptanthifolia,17
Pentachaeta exilis,4
Petasites frigidus,111
Phalacroseris bolanderi,1
Plecostachys serpyllifolia,2
Pleiacanthus spinosus,7
Pluchea odorata,2
Pseudognaphalium beneolens,8
Pseudognaphalium biolettii,1
Pseudognaphalium californicum,24
Pseudognaphalium canescens,1
Pseudognaphalium luteoalbum,16
Pseudognaphalium microcephalum,6
Pseudognaphalium ramosissimum,8
Pseudognaphalium stramineum,57
Pseudognaphalium thermale,26
Psilocarphus brevissimus,39
Psilocarphus chilensis,1
Psilocarphus elatior,4
Psilocarphus oregonus,23
Psilocarphus tenellus,36
Pyrrocoma apargioides,1
Pyrrocoma carthamoides,21
Pyrrocoma hirta,9
Pyrrocoma lanceolata,13
Pyrrocoma racemosa,71
Pyrrocoma uniflora,2
Rafinesquia californica,6
Raillardella argentea,12
Raillardella pringlei,42
Rigiopappus leptocladus,100
Rudbeckia californica,6
Rudbeckia glaucescens,20
Rudbeckia hirta,2
Rudbeckia klamathensis,18
Rudbeckia occidentalis,9
Santolina chamaecyparissus,1
Saussurea americana,13
Scorzonera hispanica,1
Senecio aronicoides,81
Senecio clevelandii,1
Senecio flaccidus,3
Senecio fremontii,19
Senecio glomeratus,52
Senecio hydrophiloides,15
Senecio hydrophilus,29
Senecio integerrimus,169
Senecio jacobaea,387
Senecio minimus,144
Senecio serra,4
Senecio sylvaticus,39
Senecio triangularis,124
Senecio vulgaris,52
Sericocarpus oregonensis,21
Silybum marianum,133
Solidago canadensis,6
Solidago elongata,222
Solidago lepida,7
Solidago multiradiata,40
Solidago spathulata,100
Solidago spectabilis,9
Solidago velutina,129
Soliva sessilis,39
Sonchus arvensis,3
Sonchus asper,69
Sonchus oleraceus,52
Sphaeromeria potentilloides,4
Stenotus acaulis,24
Stenotus lanuginosus,19
Stephanomeria elata,3
Stephanomeria exigua,3
Stephanomeria lactucina,35
Stephanomeria paniculata,17
Stephanomeria tenuifolia,15
Stephanomeria virgata,35
Stylocline gnaphaloides,1
Symphyotrichum ascendens,18
Symphyotrichum bracteolatum,53
Symphyotrichum campestre,7
Symphyotrichum chilense,44
Symphyotrichum foliaceum,32
Symphyotrichum frondosum,24
Symphyotrichum hendersonii,11
Symphyotrichum lanceolatum,1
Symphyotrichum lentum,1
Symphyotrichum spathulatum,86
Symphyotrichum subspicatum,20
Tanacetum balsamita,2
Tanacetum bipinnatum,49
Tanacetum parthenium,9
Tanacetum vulgare,12
Taraxacum californicum,1
Taraxacum erythrospermum,3
Taraxacum officinale,87
Tetradymia canescens,35
Tetradymia glabrata,2
Tolpis barbata,12
Tonestus lyallii,8
Tracyina rostrata,25
Tragopogon dubius,40
Tragopogon porrifolius,11
Tragopogon pratensis,3
Tripleurospermum inodorum,3
Uropappus lindleyi,19
Wyethia angustifolia,123
Wyethia glabra,11
Wyethia helenioides,19
Wyethia longicaulis,52
Wyethia mollis,53
Xanthium spinosum,18
Xanthium strumarium,26
