binomial,count
Botrychium ascendens,2
Botrychium crenulatum,15
Botrychium lunaria,3
Botrychium minganense,6
Botrychium montanum,3
Botrychium pinnatum,8
Botrychium pumicola,3
Botrychium simplex,11
Botrypus virginianus,21
Ophioglossum pusillum,12
Sceptridium multifidum,38
