Carya illinoinensis	Pecan	10 records (8 CCH)		Perennial herb	non-native	JUGLANDACEAE
Juglans californica	Southern california black walnut	123 records (81 CCH)		Tree	native	JUGLANDACEAE
Juglans hindsii	Northern california black walnut	907 records (225 CCH)		Tree	native	JUGLANDACEAE
Juglans regia	English walnut	69 records (20 CCH)		Tree	non-native	JUGLANDACEAE
