binomial,count
Escallonia rubra,3
Ribes aureum,51
Ribes binominatum,124
Ribes bracteosum,74
Ribes californicum,27
Ribes cereum,152
Ribes divaricatum,55
Ribes hudsonianum,5
Ribes inerme,105
Ribes lacustre,126
Ribes laxiflorum,53
Ribes lobbii,261
Ribes malvaceum,17
Ribes marshallii,67
Ribes menziesii,152
Ribes montigenum,46
Ribes nevadense,140
Ribes roezlii,523
Ribes sanguineum,398
Ribes velutinum,102
Ribes victoris,2
Ribes viscosissimum,214
