,score,best_partitioning
Actaea rubra,0.03728544619967314,1
Caltha leptosepala,0.047339106183062286,1
Aquilegia formosa,0.06654011515062698,1
Anemone deltoidea,0.04787905429981744,1
Delphinium nuttallianum,0.037629512103290894,1
Delphinium menziesii,0.022015443460962496,1
Ranunculus occidentalis,0.07134178953389045,1
Ranunculus uncinatus,0.05558746085679385,1
Ranunculus repens,0.040994442174301385,1
Ranunculus orthorhynchus,0.030583623714726064,1
