,score,best_partitioning
Persicaria maculosa,0.021871375685686777,1
Polygonum douglasii,0.03203633846146536,1
Polygonum aviculare,0.030335416429566643,1
Rumex acetosella,0.1188778960842669,1
Rumex crispus,0.06321697551303808,1
Eriogonum umbellatum,0.06722978847970859,1
Eriogonum nudum,0.051382229830424515,1
