,score,best_partitioning
Phacelia mutabilis,0.007354543473523644,1
Amsinckia menziesii,0.04045125478002238,1
Mertensia paniculata,0.05691101854729998,1
Cryptantha intermedia,0.05801263335503287,1
Plagiobothrys scouleri,0.028336395760550706,1
Myosotis discolor,0.08624662323366783,1
