binomial,count
Alisma gramineum,5
Alisma lanceolatum,4
Alisma plantago-aquatica,42
Alisma triviale,49
Baldellia ranunculoides,2
Sagittaria arifolia,1
Sagittaria cuneata,15
Sagittaria graminea,7
Sagittaria latifolia,47
Sagittaria platyphylla,3
Sagittaria rigida,8
Sagittaria subulata,1
