binomial,count
Arum italicum,5
Dracunculus vulgaris,2
Lemna minor,31
Lemna minuta,20
Lemna trisulca,23
Lemna turionifera,36
Lysichiton americanus,81
Lysichiton camtschatcensis,1
Peltandra virginica,1
Spirodela polyrrhiza,39
Wolffia borealis,13
Wolffia brasiliensis,19
Wolffia columbiana,8
Wolffiella gladiata,4
Wollfia columbiana,1
