binomial,count
Buddleja davidii,22
Limosella acaulis,10
Limosella aquatica,26
Phygelius capensis,2
Scrophularia californica,35
Scrophularia lanceolata,26
Scrophularia marilandica,1
Scrophularia nodosa,4
Serophularia californica,1
Sutera cordata,1
Verbascum blattaria,13
Verbascum bombyciferum,1
Verbascum densiflorum,2
Verbascum nigrum,2
Verbascum phlomoides,3
Verbascum pulverulentum,1
Verbascum thapsus,27
Verbascum virgatum,3
Zaluzianskya alpestris,1
