,score,best_partitioning
Tellima grandiflora,0.07650732362277958,1
Lithophragma parviflorum,0.04196859254395036,1
Tiarella trifoliata,0.10536025827717456,1
Heuchera micrantha,0.06893434862546305,1
Micranthes integrifolia,0.03730921395859044,1
