,score,best_partitioning
Sagina procumbens,0.013492459611626836,1
Eremogone congesta,0.021893949641671292,1
Spergularia rubra,0.027576182691187532,1
Moehringia macrophylla,0.059565286593910464,1
Stellaria media,0.04427742969625885,1
Stellaria crispa,0.02709131460135657,1
Cerastium glomeratum,0.06727500677004669,1
Cerastium arvense,0.04230070049802757,1
Silene campanulata,0.03783961567801477,1
Silene douglasii,0.026125307750735908,1
