genus,best_partitioning,values
Phacelia,1,0.07038570494661148
Amsinckia,1,0.07214550106244405
Mertensia,1,0.10656568655167795
Cryptantha,1,0.14534312534595192
Plagiobothrys,1,0.15761905058594322
Myosotis,1,0.18252028705838444
