,score,best_partitioning
Orthocarpus imbricatus,0.030613693627033717,1
Pedicularis racemosa,0.06080993756179477,1
Castilleja miniata,0.10243772780415122,1
Castilleja hispida,0.060395841564885915,1
Castilleja applegatei,0.04899644705362252,1
