genus,best_partitioning,values
Lycopus,1,0.04722226102470181
Lamium,1,0.048673958012151845
Monardella,1,0.07930047894387858
Scutellaria,1,0.08258944075475104
Mentha,1,0.13758383022441084
Prunella,1,0.15710180653914102
Stachys,2,0.17837675838946035
