binomial,count
Petasites frigidus,110
Petasites hybridus,1
Petasites japonicus,1
Picrothamnus desertorum,2
Pleiacanthus spinosus,6
Pseudognaphalium californicum,20
Pseudognaphalium luteoalbum,20
Pseudognaphalium macounii,2
Pseudognaphalium microcephalum,15
Pseudognaphalium stramineum,46
Pseudognaphalium thermale,51
Psilocarphus brevissimus,9
Psilocarphus elatior,66
Psilocarphus oregonus,20
Psilocarphus tenellus,20
Pyrrocoma carthamoides,13
Pyrrocoma cuspidata,1
Pyrrocoma hirta,14
Pyrrocoma lanceolata,23
Pyrrocoma racemosa,39
Pyrrocoma turbinella,1
Rafinesquia californica,2
Raillardella argentea,36
Raillardella scaposa,6
Rainiera stricta,38
Ratibida columnifera,2
Rhaponticum repens,6
Rigiopappus leptocladus,23
Rudbeckia californica,11
Rudbeckia fulgida,1
Rudbeckia glaucescens,30
Rudbeckia hirta,2
Rudbeckia occidentalis,59
Saussurea americana,12
Senecio aronicoides,3
Senecio bloomeri,2
Senecio crassulus,2
Senecio fremontii,29
Senecio hydrophiloides,23
Senecio hydrophilus,43
Senecio integerrimus,235
Senecio jacobaea,93
Senecio serra,8
Senecio sylvaticus,69
Senecio triangularis,194
Senecio viscosus,2
Senecio vulgaris,67
Sericocarpus oregonensis,41
Sericocarpus rigidus,5
Sigesbeckia orientalis,1
Silybum marianum,42
Solidago altissima,1
Solidago canadensis,1
Solidago elongata,125
Solidago gigantea,7
Solidago lepida,103
Solidago missouriensis,7
Solidago multiradiata,7
Solidago simplex,42
Solidago spathulata,27
Solidago spectabilis,3
Solidago velutina,23
Soliva sessilis,30
Sonchus arvensis,3
Sonchus asper,51
Sonchus oleraceus,40
Sphaeromeria potentilloides,8
Stenotus acaulis,4
Stenotus lanuginosus,5
Stephanomeria elata,11
Stephanomeria exigua,6
Stephanomeria lactucina,22
Stephanomeria paniculata,7
Stephanomeria tenuifolia,13
Stephanomeria virgata,9
Symphyotrichum ascendens,25
Symphyotrichum boreale,1
Symphyotrichum campestre,19
Symphyotrichum chilense,61
Symphyotrichum cusickii,1
Symphyotrichum eatonii,35
Symphyotrichum ericoides,4
Symphyotrichum foliaceum,85
Symphyotrichum frondosum,9
Symphyotrichum hallii,100
Symphyotrichum hendersonii,3
Symphyotrichum laeve,1
Symphyotrichum novae-angliae,4
Symphyotrichum spathulatum,183
Symphyotrichum subspicatum,142
Tanacetum balsamita,7
Tanacetum bipinnatum,69
Tanacetum parthenium,18
Tanacetum vulgare,30
Taraxacum erythrospermum,8
Taraxacum officinale,43
Tetradymia canescens,34
Tetradymia spinosa,5
Townsendia florifer,26
Townsendia montana,1
Townsendia parryi,1
Tragopogon dubius,20
Tragopogon mirus,3
Tragopogon porrifolius,22
Tragopogon pratensis,2
Tripleurospermum inodorum,14
Tripleurospermum maritimum,1
Uropappus lindleyi,9
Wyethia amplexicaulis,3
Wyethia angustifolia,89
Wyethia glabra,1
Wyethia mollis,19
Xanthium spinosum,17
Xanthium strumarium,42
