binomial,count
Ribes aureum,11
Ribes binominatum,37
Ribes bracteosum,74
Ribes cereum,67
Ribes divaricatum,23
Ribes erythrocarpum,14
Ribes hudsonianum,1
Ribes inerme,1
Ribes lacustre,136
Ribes laxiflorum,4
Ribes lobbii,24
Ribes marshallii,1
Ribes montigenum,1
Ribes roezlii,37
Ribes sanguineum,100
Ribes triste,4
Ribes velutinum,1
Ribes viscosissimum,80
