"data_type","source","family","taxon","common","collector_observer","collectors_num","date","year","county","location","lat","long","elevation (m)","habitat","phenology","taxonauths"
"observation","418015","Lamiaceae","Mentha pulegium","pennyroyal","Salix Associates","","2009","2009","Lane","East Ridgeline Extension Survey, Eugene","43.9987","-123.0432","194","","","Mentha pulegium L. "
"observation","376502","Lamiaceae","Mentha pulegium","pennyroyal","Newhouse, B., Brainerd, R.","","2007","2007","Lane","Meisen Property","44.0004","-123.1231","242","","","Mentha pulegium L. "
"image","dig42564","Lamiaceae","Stachys mexicana","Mexican betony, great betony","Alexander Abair","","July 24, 2016","2016","Curry","Crooked Bridge Creek, Gold Beach; 339m; 42.580833&#176; N -124.301389&#176; W","42.5808","-124.3014","339","","","Stachys mexicana Benth. "
"image","dig16906","Lamiaceae","Trichostema oblongum","mountain blue curls, downy blue curls","Gerald D. Carr","","July 11, 2008","2008","Linn","Kingston Prairie, Kingston-Lyons Dr. SE, 1.7 mi. east of Kingston; 44.77955&#176; N -122.74021&#176; W","44.7796","-122.7402","","","","Trichostema oblongum Benth. "
"observation","375944","Lamiaceae","Monardella odoratissima","mountain monardella, western mountain balm","Harvey, T.","","18 August 2009","2009","Douglas","Skipper Lakes Trail","43.3716","-122.4205","1551","","","Monardella odoratissima Benth. "
"observation","408230","Lamiaceae","Mentha canadensis","field mint, corn mint","Wilson, B., Brainerd, R., Goklany, M., Neill, A.","","23 July 2012","2012","Benton","Willamette Park, Corvallis, forested trail from boat launch to end","44.5455","-123.2500","67","","","Mentha canadensis L. "
"observation","405344","Lamiaceae","Mentha pulegium","pennyroyal","Wilson, B., Brainerd, R.","","June 2011","2011","Douglas","North Bank Habitat Management Area, west entrance","43.3195","-123.2539","181","","","Mentha pulegium L. "
"observation","285001","Lamiaceae","Mentha pulegium","pennyroyal","Wilson, B., Brainerd, R.","","2002","2002","Linn","I-5, mile 208 to 209","44.2722","-123.0609","","","","Mentha pulegium L. "
"observation","353688","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Wilson, B., Otting, N.","","7 July 2008","2008","Lane","Highway 58, milepost 42 bridge parking area","43.7187","-122.3314","547","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","354846","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Wilson, B.","","1 July 2008","2008","Douglas","Clearcut, T30S R7W S24","42.9460","-123.4675","625","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"image","dig16831","Lamiaceae","Monardella purpurea","Siskiyou monardella","Gerald D. Carr","","June 12, 2007","2007","Josephine","NFDR 011, ca. 2.6 mi. northwest of O'Brien; 42.08493&#176; N -123.7317&#176; W","42.0849","-123.7317","","","","Monardella purpurea Howell "
"image","dig16860","Lamiaceae","Scutellaria galericulata","willow weed skullcap, marsh skullcap","Gerald D. Carr","","July 29, 2008","2008","Linn","Parish Lake, small bog northeast of, off Parish Lake Road, ca. 4.4 mi. west-northwest of Highway 22; 1076m; 44.5343&#176; N -122.06982&#176; W","44.5343","-122.0698","1076","","","Scutellaria galericulata L. "
"image","dig16856","Lamiaceae","Scutellaria galericulata","willow weed skullcap, marsh skullcap","Gerald D. Carr","","July 29, 2008","2008","Linn","Parish Lake, small bog northeast of, off Parish Lake Road, ca. 4.4 mi. west-northwest of Highway 22; 1076m; 44.5343&#176; N -122.06982&#176; W","44.5343","-122.0698","1076","","","Scutellaria galericulata L. "
"observation","396379","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Wilson, B., Brainerd, R., Newhouse, B., Otting, N.","","2004","2004","Lane","Highway 58, mile post 6 to 7","43.9562","-122.9040","","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","311992","Lamiaceae","Nepeta cataria","catnip, catmint","Brainerd, R., Newhouse, B., Lytjen, D., Otting, N.","","2004","2004","Lane","Green Island - Brainerd, Newhouse, Lytjen, Otting","44.1596","-123.1255","","","","Nepeta cataria L. "
"observation","322526","Lamiaceae","Mentha pulegium","pennyroyal","Otting, N., Wilson, B.","","21 June 2007","2007","Douglas","Bland Mountain Fire, creek crossing","42.9496","-123.1054","299","","","Mentha pulegium L. "
"observation","205576","Lamiaceae","Stachys cooleyae","great betony, Cooley's hedgenettle","Bluhm, W.","","2003","2003","Marion","Minto-Brown Island Park: Bluhm 2003","44.9236","-123.0722","","","","Stachys cooleyae A. Heller "
"observation","178831","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Boyer, L.","","2002","2002","Lane","Camas Swale","43.9328","-123.1102","","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","319625","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Otting, N., Wilson, B.","","2 May 2007","2007","Douglas","Road 17","42.8767","-123.5483","298","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"image","dig24990","Lamiaceae","Lycopus uniflorus","northern bugleweed","Gerald D. Carr","","September 24, 2010","2010","Douglas","roadside ditch along Highway 101, just north of Tahkenitch Boat Ramp, 6.4 mi. north of Gardiner; 11m","43.8051","-124.1492","11","","","Lycopus uniflorus Michx. "
"observation","10085564","Lamiaceae","Lamiastrum galeobdolon","yellow archangel","R.E. Brainerd","","15 May 2002","2002","Benton","Unaccessioned specimen: Brainerd, R. #209","44.5742","-123.3252","94","On fill at edge of riparian forest.  ...","","Lamiastrum galeobdolon (L.) Ehrend. & Polatschek "
"observation","10094664","Lamiaceae","Stachys byzantina","woolly hedgenettle","R.E. Brainerd","","19 June 2011","2011","Hood River","Unaccessioned specimen: Brainerd, R. #1821","45.6859","-121.5783","233","Gravel road fill.","","Stachys byzantina C. Koch "
"image","dig16854","Lamiaceae","Scutellaria antirrhinoides","snapdragon skullcap","Gerald D. Carr","","June 14, 2008","2008","Josephine","Westside Road, 1.2 mi. west of Kerby,  via. Finch Road; 42.18862&#176; N -123.66852&#176; W","42.1886","-123.6685","","","","Scutellaria antirrhinoides Benth. "
"observation","356144","Lamiaceae","Agastache urticifolia","nettle leaved horsemint","Wilson, B., Housley, L.","","6 August 2008","2008","Lake","Low on Willow Creek","42.0964","-120.2095","1863","","","Agastache urticifolia (Benth.) Kuntze "
"observation","371632","Lamiaceae","Monardella odoratissima","mountain monardella, western mountain balm","Harvey, T.","","2004 - 2005","2004","Douglas","Wild Rose Point","43.3715","-122.5386","1472","","","Monardella odoratissima Benth. "
"observation","356838","Lamiaceae","Prunella vulgaris","common selfheal","Wilson, B., Newhouse, B.","","8 August 2008","2008","Lake","Site H; spur 011 of Road 34","42.4729","-120.7641","1870","","","Prunella vulgaris L. "
"image","dig42560","Lamiaceae","Pogogyne floribunda","profuse flowered pogogyne, profuse flowered mesa-mint","Alexander Abair","","July 17, 2016","2016","Klamath","Sensitive species - location undisclosed","42.1000","-121.1000","1473","","","Pogogyne floribunda Jokerst "
"observation","408932","Lamiaceae","Prunella vulgaris var. vulgaris","self heal, heal all","Wilson, B., Brainerd, R., Goklany, M., Neill, A.","","25 July 2012","2012","Benton","Corvallis, ODOT parcel","44.5560","-123.2641","72","","","Prunella vulgaris L. var. vulgaris "
"image","dig14114","Lamiaceae","Scutellaria antirrhinoides","snapdragon skullcap","Keir Morse","","May 31, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I157; 42.2912257808&#176; N -123.648333149&#176; W","42.2912","-123.6483","","","","Scutellaria antirrhinoides Benth. "
"image","dig16810","Lamiaceae","Mentha canadensis","field mint, corn mint","Gerald D. Carr","","July 19, 2008","2008","Benton","Smith Loop, south side of, connecting Baker and McBee Lakes, 0.7 mi. east of Highway 99W; 44.47465&#176; N -123.25842&#176; W","44.4746","-123.2584","","","","Mentha canadensis L. "
"observation","328163","Lamiaceae","Monardella villosa ssp. sheltonii","shaggy coyote mint","Morse, K.","","29 July 2007","2007","Josephine","Deer Creek Center - North","42.3078","-123.6588","456","","","Monardella villosa Benth. ssp. sheltonii (Torr.) Epling "
"observation","225805","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Mt. Hood NF botanist","","15 July 2004","2004","Clackamas","west end of West Goodfellow Lake (2); 02S 07E 05 NW SE","45.4240","-121.9740","878","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","285019","Lamiaceae","Mentha pulegium","pennyroyal","Wilson, B., Brainerd, R.","","2002","2002","Linn","I-5, mile 207 to 208","44.2577","-123.0608","","","","Mentha pulegium L. "
"observation","416328","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Newhouse, B.","","2007","2007","Benton","Jackson Upper, OSU Prairie","44.6200","-123.2988","293","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","354956","Lamiaceae","Prunella vulgaris var. vulgaris","self heal, heal all","Wilson, B., Otting, N.","","1 July 2008","2008","Douglas","Stanton Park","42.9468","-123.2928","217","","","Prunella vulgaris L. var. vulgaris "
"observation","401472","Lamiaceae","Mentha pulegium","pennyroyal","Newhouse, B.","","2010","2010","Lane","T19S R04W Section 14 NW 1/4, private property site","43.9228","-123.1414","","","","Mentha pulegium L. "
"observation","423523","Lamiaceae","Scutellaria antirrhinoides","snapdragon skullcap","Harvey, T.","","6 July 2012","2012","Lane","Scorpion Butte","43.5466","-122.6526","1362","","","Scutellaria antirrhinoides Benth. "
"observation","386352","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Wilson, B.","","24 July 2010","2010","Benton","Irish Bend County Park","44.3656","-123.2206","85","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","298389","Lamiaceae","Melissa officinalis","garden balm, lemon balm","Brainerd, R., Otting, N., Wilson, B.","","9 July 2005","2005","Lane","Blue River","44.1542","-122.3420","","","","Melissa officinalis L. "
"image","dig13683","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Keir Morse","","June 26, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I181; 42.272686592&#176; N -123.6362712&#176; W","42.2727","-123.6363","","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","369668","Lamiaceae","Stachys cooleyae","great betony, Cooley's hedgenettle","Harvey, T.","","2004 - 2009","2004","Douglas","Hershberger Mountain and Pup Prairie","43.0328","-122.4499","1707","","","Stachys cooleyae A. Heller "
"observation","330032","Lamiaceae","Mentha pulegium","pennyroyal","Wilson, B., Otting, N.","","3 October 2007","2007","Douglas","Bingham Creek willow site","43.0209","-123.7406","463","","","Mentha pulegium L. "
"observation","331036","Lamiaceae","Lamium purpureum","deadnettle","Wilson, B.","","29 March 2008","2008","Polk","Helmick State Park - Wilson","44.7818","-123.2381","63","","","Lamium purpureum L. "
"observation","324303","Lamiaceae","Stachys cooleyae","great betony, Cooley's hedgenettle","Schuller, R.","","2003","2003","Linn","Carolyn's Crown/Shafer Creek Research Natural Area","44.6107","-122.4609","853","","","Stachys cooleyae A. Heller "
"observation","180192","Lamiaceae","Satureja douglasii","yerba buena","Koenig, J.","","8 May 2002","2002","Lane","Camp 5 Oak Habitat Inventory","43.8877","-122.3619","610","","","Satureja douglasii (Benth.) Briq. "
"observation","404321","Lamiaceae","Prunella vulgaris","common selfheal","Wilson, B., Otting, N.","","16 June 2012","2012","Crook","Campground at Ochoco Ranger Station","44.3973","-120.4256","1231","","","Prunella vulgaris L. "
"observation","141685","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Cole, Gl.","","22 June 2002","2002","Linn","Quentin Creek Roadless Area","44.3090","-122.2406","640","forest","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","402803","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Koenig, J.","","18 June 2002","2002","Lane","Jims Creek Oak Habitat Inventory Plot #3","43.5082","-122.4191","716","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","307707","Lamiaceae","Stachys cooleyae","great betony, Cooley's hedgenettle","Wilson, B., Brainerd, R.","","10 August 2006","2006","Benton","Rock Creek Watershed: road 3405 at boundary of City property and National Forest","44.5215","-123.4964","","","","Stachys cooleyae A. Heller "
"observation","205480","Lamiaceae","Lamium purpureum","deadnettle","Bluhm, W.","","2003","2003","Marion","Minto-Brown Island Park: Bluhm 2003","44.9236","-123.0722","","","","Lamium purpureum L. "
"observation","309295","Lamiaceae","Prunella vulgaris","common selfheal","Mitchell, K.","","30 April 2006","2006","Tillamook","Confluence of the North and South Fork Salmonberry River","45.7151","-123.5201","","","","Prunella vulgaris L. "
"image","dig12804","Lamiaceae","Lamium purpureum","deadnettle","Keir Morse","","March 31, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I031; 42.2761451809&#176; N -123.641084119&#176; W","42.2761","-123.6411","","","","Lamium purpureum L. "
"observation","200336","Lamiaceae","Prunella vulgaris","common selfheal","Harvey, T.","","2003 - 2014","2003","Lane","Hell's Half Acre/Verdun Rock","43.6635","-122.1823","1356","","","Prunella vulgaris L. "
"image","dig13140","Lamiaceae","Mentha canadensis","field mint, corn mint","Keir Morse","","July 13, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I178; 42.2730625461&#176; N -123.635062318&#176; W","42.2731","-123.6351","","","","Mentha canadensis L. "
"observation","357210","Lamiaceae","Agastache urticifolia","nettle leaved horsemint","Wilson, B., Otting, N.","","17 August 2008","2008","Crook","Road 3010, E of Big Summit Prairie","44.3732","-120.1408","1440","","","Agastache urticifolia (Benth.) Kuntze "
"observation","199553","Lamiaceae","Agastache urticifolia","nettle leaved horsemint","Harvey, T.","","2003 - 2004","2003","Lane","Devil's Garden","43.6201","-122.2022","1250","","","Agastache urticifolia (Benth.) Kuntze "
"observation","298397","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Brainerd, R., Otting, N., Wilson, B.","","9 July 2005","2005","Lane","Blue River","44.1542","-122.3420","","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","300204","Lamiaceae","Monardella odoratissima","mountain monardella, western mountain balm","Harvey, T.","","2004 - 2011","2004","Douglas","Abbott Butte","42.9321","-122.5699","1637","","","Monardella odoratissima Benth. "
"observation","403152","Lamiaceae","Stachys cooleyae","great betony, Cooley's hedgenettle","Newhouse, B.","","2011","2011","Lane","Confluence of Middle and Coast Forks Willamette River and S side of Middle Fork","44.0219","-122.9750","136","","","Stachys cooleyae A. Heller "
"observation","328246","Lamiaceae","Prunella vulgaris var. lanceolata","native heal all","Morse, K.","","26 June 2007","2007","Josephine","Deer Creek Center - South","42.2720","-123.6442","382","","","Prunella vulgaris L. var. lanceolata (W.P.C. Barton) Fernald "
"observation","285209","Lamiaceae","Mentha pulegium","pennyroyal","Wilson, B., Brainerd, R.","","2002","2002","Lane","I-5, mile 199 to 200","44.1421","-123.0532","","","","Mentha pulegium L. "
"image","dig13146","Lamiaceae","Mentha spicata","spearmint","Keir Morse","","July 23, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I256; 42.2751995842&#176; N -123.639461638&#176; W","42.2752","-123.6395","","","","Mentha spicata L. "
"image","dig14368","Lamiaceae","Trichostema simulatum","Siskiyou blue curls","Keir Morse","","July 24, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I247; 42.2938207104&#176; N -123.651307504&#176; W","42.2938","-123.6513","","","","Trichostema simulatum Jeps. "
"observation","196842","Lamiaceae","Satureja douglasii","yerba buena","Bluhm, W.","","July 2003","2003","Josephine","Onion Creek Trail","42.4089","-123.6925","610","","","Satureja douglasii (Benth.) Briq. "
"observation","309551","Lamiaceae","Stachys cooleyae","great betony, Cooley's hedgenettle","Salix Associates","","June 2006","2006","Benton","Owens Farm","44.6143","-123.2487","","","","Stachys cooleyae A. Heller "
"observation","319336","Lamiaceae","Prunella vulgaris","common selfheal","Wilson, B.","","2007","2007","Lincoln","near Eddyville School","44.6339","-123.7763","27","","","Prunella vulgaris L. "
"observation","381284","Lamiaceae","Lamium purpureum","deadnettle","Wilson, B.","","21 March 2009","2009","Benton","2400 Highway 20","44.5666","-123.4179","137","","","Lamium purpureum L. "
