binomial,count
Arum italicum,7
Dracunculus vulgaris,1
Lemna minor,37
Lemna minuta,1
Lysichiton americanus,130
Spirodela polyrrhiza,7
Wolffia borealis,3
Wolffia brasiliensis,2
Wolffia columbiana,4
Zantedeschia aethiopica,2
