"data_type","source","family","taxon","common","collector_observer","collectors_num","date","year","county","location","lat","long","elevation (m)","habitat","phenology","taxonauths"
"image","dig34525","Malvaceae","Abutilon theophrasti","velvetleaf","Gerald D. Carr","","September 5, 2013","2013","Lane","Territorial Rd., 1.1 mi. N of jct. with Hwy 36 at Cheshire; 98m; 44.20569&#176; N -123.28658&#176; W","44.2050","-123.2870","98","","","Abutilon theophrasti Medik. "
"observation","285494","Malvaceae","Sidalcea campestris","meadow sidalcea","Wilson, B., Brainerd, R.","","2003","2003","Lane","I-5, mile 188 to 189","43.9970","-123.0117","","","","Sidalcea campestris Greene "
"observation","422279","Malvaceae","Sidalcea campestris","meadow sidalcea","Harvey, T.","","23 May 2013","2013","Lane","Jasper Prairie: Harvey","44.0005","-122.8689","253","","","Sidalcea campestris Greene "
"observation","355129","Malvaceae","Sidalcea malviflora ssp. virgata","rose sidalcea, rose checkermallow","Wilson, B., Otting, N.","","2 July 2008","2008","Douglas","Boomer Hill, S35 NWNW","43.0094","-123.3859","705","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. virgata (Howell) C.L. Hitchc. "
"image","dig14165","Malvaceae","Sidalcea malviflora ssp. asprella","Del Norte checkerbloom, harsh sidalcea","Keir Morse","","May 27, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I154; 42.2765046605&#176; N -123.644434895&#176; W","42.2765","-123.6444","","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. asprella (Greene) C.L. Hitchc. "
"observation","351009","Malvaceae","Sidalcea hendersonii","Henderson's checkermallow","ORBIC","","12 June 2004","2004","Lane","Sensitive species - location undisclosed","44.0000","-124.1000","","","","Sidalcea hendersonii S. Watson "
"image","dig34524","Malvaceae","Abutilon theophrasti","velvetleaf","Gerald D. Carr","","September 5, 2013","2013","Lane","Territorial Rd., 1.1 mi. N of jct. with Hwy 36 at Cheshire; 98m; 44.20569&#176; N -123.28658&#176; W","44.2050","-123.2870","98","","","Abutilon theophrasti Medik. "
"image","dig14159","Malvaceae","Sidalcea malviflora ssp. asprella","Del Norte checkerbloom, harsh sidalcea","Keir Morse","","May 24, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I109; 42.2732398932&#176; N -123.633936319&#176; W","42.2732","-123.6339","","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. asprella (Greene) C.L. Hitchc. "
"observation","285581","Malvaceae","Sidalcea campestris","meadow sidalcea","Wilson, B., Brainerd, R.","","2002","2002","Lane","I-5, mile 185 to 186","43.9562","-123.0104","","","","Sidalcea campestris Greene "
"observation","330271","Malvaceae","Malva neglecta","common mallow, cheeseweed, dwarf mallow","Wilson, B., Brainerd, R., Newhouse, B., Otting, N.","","4 October 2007","2007","Douglas","Pioneer Park, Canyonville","42.9264","-123.2754","82","","","Malva neglecta Wallr. "
"observation","330883","Malvaceae","Malva neglecta","common mallow, cheeseweed, dwarf mallow","Wilson, B., Otting, N.","","27 July 2007","2007","Wheeler","Mitchell","44.5665","-120.1533","","","","Malva neglecta Wallr. "
"image","dig43837","Malvaceae","Sidalcea hickmanii ssp. petraea","Hickman's checkerbloom","Richard R. Halse","","June 11, 2009","2009","Jackson","Top of Neil Rock, ca. 14 air miles north northwest of Medford.; 45.54145&#176; N -122.96996&#176; W","45.5414","-122.9700","","","","Sidalcea hickmanii Greene ssp. petraea S.R. Hill & R. Halse "
"observation","10086563","Malvaceae","Abutilon theophrasti","velvetleaf","R.E. Brainerd","","17 August 2010","2010","Linn","Unaccessioned specimen: Brainerd, R. #1740","44.6180","-123.1610","59","Disturbed wetland swale.","","Abutilon theophrasti Medik. "
"observation","181638","Malvaceae","Sidalcea malviflora","checkerbloom","Battaile, J., Battaile, C.","","30 June 2002","2002","Klamath","Sensitive species - location undisclosed","42.2000","-122.0000","1256","","","Sidalcea malviflora (DC.) A. Gray ex Benth. "
"observation","405197","Malvaceae","Malva neglecta","common mallow, cheeseweed, dwarf mallow","Wilson, B.","","2011","2011","Deschutes","Brothers Rest Area","43.8135","-120.5998","1413","","","Malva neglecta Wallr. "
"observation","179182","Malvaceae","Sidalcea campestris","meadow sidalcea","Boyer, L.","","2002","2002","Lane","Coburg Hills","44.1346","-123.0377","","","","Sidalcea campestris Greene "
"observation","412557","Malvaceae","Sidalcea nelsoniana","Nelson's checkermallow","Newhouse, B., Brainerd, R.","","July 2007","2007","Benton","Sensitive species - location undisclosed","44.5000","-123.3000","","","","Sidalcea nelsoniana Piper "
"observation","352218","Malvaceae","Malva neglecta","common mallow, cheeseweed, dwarf mallow","Wilson, B.","","2008","2008","Polk","Luckiamute Landing","44.7390","-123.1435","50","","","Malva neglecta Wallr. "
"observation","418054","Malvaceae","Sidalcea malviflora ssp. virgata","rose sidalcea, rose checkermallow","Salix Associates","","2009","2009","Lane","East Ridgeline Extension Survey, Eugene","43.9987","-123.0432","194","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. virgata (Howell) C.L. Hitchc. "
"image","dig17066","Malvaceae","Sidalcea malviflora ssp. asprella","Del Norte checkerbloom, harsh sidalcea","Gerald D. Carr","","June 12, 2007","2007","Josephine","Eight Dollar Mountain, southwest of, NFD Road 4201, 2.0 mi. south of Illinois River Bridge; 42.23494&#176; N -123.70247&#176; W","42.2349","-123.7025","","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. asprella (Greene) C.L. Hitchc. "
"observation","357227","Malvaceae","Sidalcea oregana","Oregon checkermallow","Wilson, B., Otting, N.","","17 August 2008","2008","Crook","Sensitive species - location undisclosed","44.4000","-120.1000","1440","","","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray "
"observation","382666","Malvaceae","Sidalcea oregana","Oregon checkermallow","Wilson, B., Otting, N.","","17 July 2009","2009","Jackson","Sensitive species - location undisclosed","42.1000","-122.7000","1998","","","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray "
"image","dig41806","Malvaceae","Malva neglecta","common mallow, cheeseweed, dwarf mallow","Gerald D. Carr","","August 1, 2015","2015","Curry","W edge of Lower Parking Lot of Harris Beach State Park, NW of Brookings; 11m; 42.06862&#176; N -124.31505&#176; W","42.0686","-124.3150","11","","","Malva neglecta Wallr. "
"image","dig22166","Malvaceae","Sphaeralcea munroana","whitestem globemallow, Munro's mallow, white leaved globemallow","Gerald D. Carr","","September 23, 2009","2009","Wheeler","Painted Hills Overlook, Bear Creek Rd., 6.7 mi. NW of Hwy. 26; 634m","44.6497","-120.2666","634","","","Sphaeralcea munroana (Douglas ex Lindl.) Spach ex A. Gray "
"observation","178771","Malvaceae","Sidalcea malviflora ssp. virgata","rose sidalcea, rose checkermallow","Boyer, L.","","2002","2002","Lane","Southwest and South Eugene","44.0276","-123.2164","","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. virgata (Howell) C.L. Hitchc. "
"observation","412558","Malvaceae","Sidalcea malviflora ssp. virgata","rose sidalcea, rose checkermallow","Newhouse, B., Brainerd, R.","","July 2007","2007","Benton","Herbert Farm and Natural Area, Open Space Park","44.5198","-123.2956","","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. virgata (Howell) C.L. Hitchc. "
"observation","311596","Malvaceae","Sidalcea campestris","meadow sidalcea","Brainerd, R., Newhouse, B., Otting, N.","","2005","2005","Lane","North Taylor","44.1378","-123.2937","102","","","Sidalcea campestris Greene "
"observation","356684","Malvaceae","Sidalcea oregana","Oregon checkermallow","Wilson, B., Otting, N., Newhouse, B.","","8 August 2008","2008","Lake","Sensitive species - location undisclosed","42.3000","-120.5000","1551","","","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray "
"observation","361040","Malvaceae","Sidalcea hendersonii","Henderson's checkermallow","Bluhm, W., Love, R., Predeek, D., Baker, Ga.","","2004","2004","Lane","Sensitive species - location undisclosed","44.0000","-124.1000","2","","","Sidalcea hendersonii S. Watson "
"observation","321320","Malvaceae","Sphaeralcea munroana","whitestem globemallow, Munro's mallow, white leaved globemallow","Otting, N., Wilson, B.","","23 May 2007","2007","Crook","Bear Creek, Painted Hills","44.6583","-120.2924","600","","","Sphaeralcea munroana (Douglas ex Lindl.) Spach ex A. Gray "
"observation","403143","Malvaceae","Sidalcea malviflora ssp. virgata","rose sidalcea, rose checkermallow","Newhouse, B.","","2011","2011","Lane","Confluence of Middle and Coast Forks Willamette River and S side of Middle Fork","44.0219","-122.9750","136","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. virgata (Howell) C.L. Hitchc. "
"observation","353928","Malvaceae","Sidalcea oregana","Oregon checkermallow","Wilson, B., Otting, N.","","8 July 2008","2008","Lake","Sensitive species - location undisclosed","42.1000","-120.2000","1748","","","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray "
"observation","293713","Malvaceae","Sidalcea campestris","meadow sidalcea","Wilson, B.","","2002","2002","Multnomah","I-84, mile 15 to 16","45.5405","-122.4275","","","","Sidalcea campestris Greene "
"observation","233178","Malvaceae","Sidalcea nelsoniana","Nelson's checkermallow","ORBIC","","2005","2005","Benton","Sensitive species - location undisclosed","44.6000","-123.2000","72","","","Sidalcea nelsoniana Piper "
"observation","388550","Malvaceae","Malva neglecta","common mallow, cheeseweed, dwarf mallow","Wilson, B., Brainerd, R.","","19 May 2007","2007","Deschutes","Highway 97, mile post 120 to 121","44.2914","-121.1665","","","","Malva neglecta Wallr. "
