binomial,count
Cyclamen hederifolium,2
Cyclamen purpurascens,2
Dodecatheon alpinum,5
Dodecatheon conjugens,2
Dodecatheon hendersonii,27
Dodecatheon jeffreyi,107
Dodecatheon poeticum,1
Dodecatheon pulchellum,10
Douglasia laevigata,6
Lysimachia arvensis,25
Lysimachia europaea,20
Lysimachia latifolia,209
Lysimachia minima,3
Lysimachia nummularia,12
Lysimachia terrestris,3
Lysimachia thyrsiflora,2
