TSN|Scientific Name|Author|Rank Name|Credibility|Name Usage|Accepted TSN|Accepted Name
36953|Centaurea cineraria|L.|Species        |Reviewed|accepted||
36954|Centaurea cyanus|L.|Species        |Reviewed|accepted||
36956|Centaurea debeauxii|Gren. & Godr.|Species        |Reviewed|accepted||
36958|Centaurea diffusa|Lam.|Species        |Reviewed|accepted||
36962|Centaurea jacea|L.|Species        |Reviewed|accepted||
36965|Centaurea melitensis|L.|Species        |Reviewed|accepted||
36969|Centaurea nigrescens|Willd.|Species        |Reviewed|accepted||
36972|Centaurea solstitialis|L.|Species        |Reviewed|accepted||
780246|Centaurea stoebe|L.|Species        |Reviewed|accepted||
36978|Centaurea virgata|Lam.|Species        |Reviewed|accepted||
780247|Centromadia fitchii|(A. Gray) Greene|Species        |Reviewed|accepted||
780248|Centromadia parryi|(Greene) Greene|Species        |Reviewed|accepted||
780249|Centromadia pungens|(Hook. & Arn.) Greene|Species        |Reviewed|accepted||
36985|Chaenactis carphoclinia|A. Gray|Species        |Reviewed|accepted||
36987|Chaenactis douglasii|(Hook.) Hook. & Arn.|Species        |Reviewed|accepted||
36991|Chaenactis glabriuscula|DC.|Species        |Reviewed|accepted||
36999|Chaenactis suffrutescens|A. Gray|Species        |Reviewed|accepted||
37020|Chamaemelum fuscatum|(Brot.) Vasc.|Species        |Reviewed|accepted||
501396|Chamaemelum nobile|(L.) All.|Species        |Reviewed|accepted||
37029|Chondrilla juncea|L.|Species        |Reviewed|accepted||
37053|Chrysothamnus humilis|Greene|Species        |Reviewed|accepted||
37090|Chrysothamnus viscidiflorus|(Hook.) Nutt.|Species        |Reviewed|accepted||
36763|Cichorium intybus|L.|Species        |Reviewed|accepted||
36339|Cirsium andersonii|(A. Gray) Petr.|Species        |Reviewed|accepted||
36340|Cirsium andrewsii|(A. Gray) Jeps.|Species        |Reviewed|accepted||
36335|Cirsium arvense|(L.) Scop.|Species        |Reviewed|accepted||
36344|Cirsium brevistylum|Cronquist|Species        |Reviewed|accepted||
36354|Cirsium ciliolatum|(L.F. Hend.) J.T. Howell|Species        |Reviewed|accepted||
36360|Cirsium cymosum|(Greene) J.T. Howell|Species        |Reviewed|accepted||
36363|Cirsium douglasii|DC.|Species        |Reviewed|accepted||
780257|Cirsium inamoenum|(Greene) D.J. Keil|Species        |Reviewed|accepted||
36388|Cirsium neomexicanum|A. Gray|Species        |Reviewed|accepted||
36391|Cirsium occidentale|(Nutt.) Jeps.|Species        |Reviewed|accepted||
36392|Cirsium ochrocentrum|A. Gray|Species        |Reviewed|accepted||
36406|Cirsium quercetorum|(A. Gray) Jeps.|Species        |Reviewed|accepted||
36407|Cirsium remotifolium|(Hook.) DC.|Species        |Reviewed|accepted||
36413|Cirsium scariosum|Nutt.|Species        |Reviewed|accepted||
36423|Cirsium undulatum|(Nutt.) Spreng.|Species        |Reviewed|accepted||
36428|Cirsium vulgare|(Savi) Ten.|Species        |Reviewed|accepted||
37159|Corethrogyne filaginifolia|(Hook. & Arn.) Nutt.|Species        |Reviewed|accepted||
35800|Cotula australis|(Sieber ex Spreng.) Hook. f.|Species        |Reviewed|accepted||
35799|Cotula coronopifolia|L.|Species        |Reviewed|accepted||
37169|Crepis acuminata|Nutt.|Species        |Reviewed|accepted||
37175|Crepis bakeri|Greene|Species        |Reviewed|accepted||
37182|Crepis capillaris|(L.) Wallr.|Species        |Reviewed|accepted||
37185|Crepis intermedia|A. Gray|Species        |Reviewed|accepted||
37186|Crepis modocensis|Greene|Species        |Reviewed|accepted||
37190|Crepis monticola|Coville|Species        |Reviewed|accepted||
37196|Crepis occidentalis|Nutt.|Species        |Reviewed|accepted||
37201|Crepis pleurocarpa|A. Gray|Species        |Reviewed|accepted||
37203|Crepis runcinata|(James) Torr. & A. Gray|Species        |Reviewed|accepted||
37211|Crepis setosa|Haller f.|Species        |Reviewed|accepted||
37212|Crepis tectorum|L.|Species        |Reviewed|accepted||
37213|Crepis vesicaria|L.|Species        |Reviewed|accepted||
37217|Crocidium multicaule|Hook.|Species        |Reviewed|accepted||
37219|Crupina vulgaris|Cass.|Species        |Reviewed|accepted||
37221|Cynara cardunculus|L.|Species        |Reviewed|accepted||
780274|Deinandra corymbosa|(DC.) B.G. Baldw.|Species        |Reviewed|accepted||
780279|Deinandra kelloggii|(Greene) Greene|Species        |Reviewed|accepted||
780280|Deinandra lobbii|(Greene) Greene|Species        |Reviewed|accepted||
565124|Delairea odorata|Lem.|Species        |Reviewed|accepted||
512282|Dieteria canescens|(Pursh) Nutt.|Species        |Reviewed|accepted||
502066|Dimeresia howellii|A. Gray|Species        |Reviewed|accepted||
502104|Dittrichia graveolens|(L.) Greuter|Species        |Reviewed|accepted||
37273|Eatonella nivea|(D.C. Eaton) A. Gray|Species        |Reviewed|accepted||
37290|Echinops sphaerocephalus|L.|Species        |Reviewed|accepted||
502354|Ericameria arborescens|(A. Gray) Greene|Species        |Reviewed|accepted||
502355|Ericameria bloomeri|(A. Gray) J.F. Macbr.|Species        |Reviewed|accepted||
502360|Ericameria cuneata|(A. Gray) McClatchie|Species        |Reviewed|accepted||
502361|Ericameria discoidea|(Nutt.) G.L. Nesom|Species        |Reviewed|accepted||
502365|Ericameria greenei|(A. Gray) G.L. Nesom|Species        |Reviewed|accepted||
37327|Ericameria linearifolia|(DC.) Urbatsch & Wussow|Species        |Reviewed|accepted||
507594|Ericameria nauseosa|(Pall. ex Pursh) G.L. Nesom & Baird|Species        |Reviewed|accepted||
502368|Ericameria ophitidis|(J.T. Howell) G.L. Nesom|Species        |Reviewed|accepted||
507596|Ericameria parryi|(A. Gray) G.L. Nesom & Baird|Species        |Reviewed|accepted||
502370|Ericameria pinifolia|(A. Gray) H.M. Hall|Species        |Reviewed|accepted||
502372|Ericameria suffruticosa|(Nutt.) G.L. Nesom|Species        |Reviewed|accepted||
35815|Erigeron aliceae|Howell|Species        |Reviewed|accepted||
35804|Erigeron annuus|(L.) Pers.|Species        |Reviewed|accepted||
35817|Erigeron aphanactis|(A. Gray) Greene|Species        |Reviewed|accepted||
506961|Erigeron biolettii|Greene|Species        |Reviewed|accepted||
35829|Erigeron bloomeri|A. Gray|Species        |Reviewed|accepted||
35805|Erigeron bonariensis|L.|Species        |Reviewed|not accepted|37112|Conyza bonariensis
196266|Erigeron canadensis|L.|Species        |Reviewed|not accepted|37113|Conyza canadensis
35837|Erigeron cervinus|Greene|Species        |Reviewed|accepted||
35838|Erigeron chrysopsidis|A. Gray|Species        |Reviewed|accepted||
35843|Erigeron compositus|Pursh|Species        |Reviewed|accepted||
502385|Erigeron concinnus|(Hook. & Arn.) Torr. & A. Gray|Species        |Reviewed|accepted||
35845|Erigeron coulteri|Porter|Species        |Reviewed|accepted||
35852|Erigeron divergens|Torr. & A. Gray|Species        |Reviewed|accepted||
35853|Erigeron eatonii|A. Gray|Species        |Reviewed|accepted||
35858|Erigeron elegantulus|Greene|Species        |Reviewed|accepted||
35863|Erigeron filifolius|(Hook.) Nutt.|Species        |Reviewed|accepted||
502387|Erigeron foliosus|Nutt.|Species        |Reviewed|accepted||
780312|Erigeron glacialis|(Nutt.) A. Nelson|Species        |Reviewed|accepted||
35874|Erigeron glaucus|Ker Gawl.|Species        |Reviewed|accepted||
780313|Erigeron greenei|G.L. Nesom|Species        |Reviewed|accepted||
35882|Erigeron inornatus|(A. Gray) A. Gray|Species        |Reviewed|accepted||
35885|Erigeron karvinskianus|DC.|Species        |Reviewed|accepted||
780314|Erigeron klamathensis|(G.L. Nesom) G.L. Nesom|Species        |Reviewed|accepted||
35889|Erigeron lassenianus|Greene|Species        |Reviewed|accepted||
35894|Erigeron linearis|(Hook.) Piper|Species        |Reviewed|accepted||
780315|Erigeron maniopotamicus|G.L. Nesom & T.W. Nelson|Species        |Reviewed|accepted||
513040|Erigeron nivalis|Nutt.|Species        |Reviewed|accepted||
35925|Erigeron petrophilus|Greene|Species        |Reviewed|accepted||
35809|Erigeron philadelphicus|L.|Species        |Reviewed|accepted||
35934|Erigeron pumilus|Nutt.|Species        |Reviewed|accepted||
506965|Erigeron reductus|(Cronquist) G.L. Nesom|Species        |Reviewed|accepted||
780322|Erigeron robustior|(Cronquist) G.L. Nesom|Species        |Reviewed|accepted||
506966|Erigeron serpentinus|G.L. Nesom|Species        |Reviewed|accepted||
35951|Erigeron strigosus|Muhl. ex Willd.|Species        |Reviewed|accepted||
|Erigeron sumatrensis|||||
35954|Erigeron supplex|A. Gray|Species        |Reviewed|accepted||
35956|Erigeron tener|(A. Gray) A. Gray|Species        |Reviewed|accepted||
37332|Eriophyllum confertiflorum|(DC.) A. Gray|Species        |Reviewed|accepted||
37334|Eriophyllum lanatum|(Pursh) Forbes|Species        |Reviewed|accepted||
37341|Eriophyllum staechadifolium|Lag.|Species        |Reviewed|accepted||
507601|Eucephalus breweri|(A. Gray) G.L. Nesom|Species        |Reviewed|accepted||
508084|Eucephalus engelmannii|(D.C. Eaton) Greene|Species        |Reviewed|accepted||
507603|Eucephalus glabratus|(Greene) Greene|Species        |Reviewed|accepted||
507604|Eucephalus ledophyllus|(A. Gray) Greene|Species        |Reviewed|accepted||
508082|Eucephalus tomentellus|(Greene) Greene|Species        |Reviewed|accepted||
508094|Eucephalus vialis|Bradshaw|Species        |Reviewed|accepted||
507606|Euchiton gymnocephalus|(DC.) Anderb.|Species        |Reviewed|accepted||
780329|Euchiton involucratus|(G. Forst.) Anderb.|Species        |Reviewed|accepted||
565178|Euchiton sphaericus|(Willd.) Anderb.|Species        |Reviewed|accepted||
513447|Eurybia integrifolia|(Nutt.) G.L. Nesom|Species        |Reviewed|accepted||
513450|Eurybia merita|(A. Nelson) G.L. Nesom|Species        |Reviewed|accepted||
513456|Eurybia radulina|(A. Gray) G.L. Nesom|Species        |Reviewed|accepted||
37356|Euthamia occidentalis|Nutt.|Species        |Reviewed|accepted||
502622|Filago pyramidata|L.|Species        |Reviewed|accepted||
37398|Gaillardia aristata|Pursh|Species        |Reviewed|accepted||
780346|Gamochaeta coarctata|(Willd.) Kerguélen|Species        |Reviewed|accepted||
502723|Gamochaeta ustulata|(Nutt.) G.L. Nesom|Species        |Reviewed|accepted||
|Glebionis coronaria|||||
780352|Glebionis segetum|(L.) Fourr.|Species        |Reviewed|accepted||
36709|Gnaphalium palustre|Nutt.|Species        |Reviewed|accepted||
37443|Grindelia camporum|Greene|Species        |Reviewed|not accepted|37451|Grindelia hirsutula
780680|Grindelia fraxinipratensis|Reveal & Beatley|Species        |Reviewed|accepted||
37451|Grindelia hirsutula|Hook. & Arn.|Species        |Reviewed|accepted||
37465|Grindelia nana|Nutt.|Species        |Reviewed|not accepted|37451|Grindelia hirsutula
37472|Grindelia squarrosa|(Pursh) Dunal|Species        |Reviewed|accepted||
508112|Grindelia stricta|DC.|Species        |Reviewed|not accepted|37451|Grindelia hirsutula
780357|Harmonia doris-nilesiae|(T.W. Nelson & J.P. Nelson) B.G. Baldw.|Species        |Reviewed|accepted||
780358|Harmonia guggolziorum|B.G. Baldw.|Species        |Reviewed|accepted||
780359|Harmonia hallii|(D.D. Keck) B.G. Baldw.|Species        |Reviewed|accepted||
780361|Harmonia stebbinsii|(T.W. Nelson & J.P. Nelson) B.G. Baldw.|Species        |Reviewed|accepted||
502885|Hazardia whitneyi|(A. Gray) Greene|Species        |Reviewed|accepted||
37591|Hedypnois cretica|(L.) Dum. Cours.|Species        |Reviewed|accepted||
|Hedypnois rhagadioloides|||||
36006|Helenium autumnale|L.|Species        |Reviewed|accepted||
36010|Helenium bigelovii|A. Gray|Species        |Reviewed|accepted||
36011|Helenium bolanderi|A. Gray|Species        |Reviewed|accepted||
36020|Helenium puberulum|DC.|Species        |Reviewed|accepted||
37593|Helianthella californica|A. Gray|Species        |Reviewed|accepted||
36616|Helianthus annuus|L.|Species        |Reviewed|accepted||
36621|Helianthus bolanderi|A. Gray|Species        |Reviewed|accepted||
36627|Helianthus cusickii|A. Gray|Species        |Reviewed|accepted||
514581|Helianthus exilis|A. Gray|Species        |Reviewed|accepted||
36662|Helianthus nuttallii|Torr. & A. Gray|Species        |Reviewed|accepted||
780367|Helminthotheca echioides|(L.) Holub|Species        |Reviewed|accepted||
780368|Hemizonella minima|(A. Gray) A. Gray|Species        |Reviewed|accepted||
37613|Hemizonia congesta|DC.|Species        |Reviewed|accepted||
507007|Hesperevax acaulis|(Kellogg) Greene|Species        |Reviewed|accepted||
507009|Hesperevax sparsiflora|(A. Gray) Greene|Species        |Reviewed|accepted||
37668|Heterotheca grandiflora|Nutt.|Species        |Reviewed|accepted||
37677|Heterotheca oregona|(Nutt.) Shinners|Species        |Reviewed|accepted||
37684|Heterotheca sessiliflora|(Nutt.) Shinners|Species        |Reviewed|accepted||
37689|Heterotheca villosa|(Pursh) Shinners|Species        |Reviewed|accepted||
37693|Hieracium albiflorum|Hook.|Species        |Reviewed|accepted||
37699|Hieracium bolanderi|A. Gray|Species        |Reviewed|accepted||
503016|Hieracium greenei|A. Gray|Species        |Reviewed|accepted||
37711|Hieracium horridum|Fr.|Species        |Reviewed|accepted||
780381|Hieracium nudicaule|(A. Gray) A. Heller|Species        |Reviewed|accepted||
37719|Hieracium parryi|Zahn|Species        |Reviewed|accepted||
37728|Hieracium scouleri|Hook.|Species        |Reviewed|accepted||
37732|Hieracium triste|Willd. ex Spreng.|Species        |Reviewed|accepted||
37743|Holocarpha virgata|(A. Gray) D.D. Keck|Species        |Reviewed|accepted||
37745|Holozonia filipes|(Hook. & Arn.) Greene|Species        |Reviewed|accepted||
37753|Hulsea nana|A. Gray|Species        |Reviewed|accepted||
37777|Hymenothrix wrightii|A. Gray|Species        |Reviewed|accepted||
37780|Hymenoxys cooperi|(A. Gray) Cockerell|Species        |Reviewed|accepted||
507616|Hymenoxys hoopesii|(A. Gray) Bierner|Species        |Reviewed|accepted||
37782|Hymenoxys lemmonii|(Greene) Cockerell|Species        |Reviewed|accepted||
37792|Hypochaeris glabra|L.|Species        |Reviewed|accepted||
37794|Hypochaeris radicata|L.|Species        |Reviewed|accepted||
507020|Ionactis alpina|(Nutt.) Greene|Species        |Reviewed|accepted||
36033|Iva axillaris|Pursh|Species        |Reviewed|accepted||
37167|Jaumea carnosa|(Less.) A. Gray|Species        |Reviewed|accepted||
780400|Kyhosia bolanderi|(A. Gray) B.G. Baldw.|Species        |Reviewed|accepted||
36597|Lactuca biennis|(Moench) Fernald|Species        |Reviewed|accepted||
36596|Lactuca canadensis|L.|Species        |Reviewed|accepted||
36602|Lactuca ludoviciana|(Nutt.) Riddell|Species        |Reviewed|accepted||
36606|Lactuca saligna|L.|Species        |Reviewed|accepted||
36608|Lactuca serriola|L.|Species        |Reviewed|accepted||
36610|Lactuca tatarica|(L.) C.A. Mey.|Species        |Reviewed|not accepted|780457|Mulgedium oblongifolium
503306|Lactuca virosa|L.|Species        |Reviewed|accepted||
37822|Lagophylla dichotoma|Benth.|Species        |Reviewed|accepted||
37823|Lagophylla glandulosa|A. Gray|Species        |Reviewed|accepted||
37826|Lagophylla minor|(D.D. Keck) D.D. Keck|Species        |Reviewed|accepted||
37827|Lagophylla ramosissima|Nutt.|Species        |Reviewed|accepted||
37830|Lapsana communis|L.|Species        |Reviewed|accepted||
503335|Lasthenia californica|DC. ex Lindl.|Species        |Reviewed|accepted||
37837|Lasthenia conjugens|Greene|Species        |Reviewed|accepted||
37842|Lasthenia glaberrima|DC.|Species        |Reviewed|accepted||
780402|Lasthenia gracilis|(DC.) Greene|Species        |Reviewed|accepted||
503336|Lasthenia maritima|(A. Gray) Ornduff|Species        |Reviewed|accepted||
37848|Lasthenia microglossa|(DC.) Greene|Species        |Reviewed|accepted||
37849|Lasthenia minor|(DC.) Ornduff|Species        |Reviewed|accepted||
37856|Layia carnosa|(Nutt.) Torr. & A. Gray|Species        |Reviewed|accepted||
37857|Layia chrysanthemoides|(DC.) A. Gray|Species        |Reviewed|accepted||
37861|Layia fremontii|(Torr. & A. Gray) A. Gray|Species        |Reviewed|accepted||
37862|Layia gaillardioides|(Hook. & Arn.) DC.|Species        |Reviewed|accepted||
37863|Layia glandulosa|(Hook.) Hook. & Arn.|Species        |Reviewed|accepted||
37875|Layia platyglossa|(Fisch. & C.A. Mey.) A. Gray|Species        |Reviewed|accepted||
37878|Layia septentrionalis|D.D. Keck|Species        |Reviewed|accepted||
780407|Leontodon saxatilis|Lam.|Species        |Reviewed|accepted||
507621|Lessingia arachnoidea|Greene|Species        |Reviewed|accepted||
37894|Lessingia hololeuca|Greene|Species        |Reviewed|accepted||
503417|Lessingia micradenia|Greene|Species        |Reviewed|accepted||
37897|Lessingia nemaclada|Greene|Species        |Reviewed|accepted||
37898|Lessingia ramulosa|A. Gray|Species        |Reviewed|accepted||
503420|Leucanthemum lacustre|(Brot.) Samp.|Species        |Reviewed|accepted||
37902|Leucanthemum maximum|(Ramond) DC.|Species        |Reviewed|accepted||
37903|Leucanthemum vulgare|Lam.|Species        |Reviewed|accepted||
780426|Logfia filaginoides|(Hook. & Arn.) Morefield|Species        |Reviewed|accepted||
37957|Logfia gallica|(L.) Coss. & Germ.|Species        |Reviewed|accepted||
37960|Luina hypoleuca|Benth.|Species        |Reviewed|accepted||
38018|Madia anomala|Greene|Species        |Reviewed|accepted||
38021|Madia citrigracilis|D.D. Keck|Species        |Reviewed|accepted||
38022|Madia citriodora|Greene|Species        |Reviewed|accepted||
38023|Madia elegans|D. Don ex Lindl.|Species        |Reviewed|accepted||
38028|Madia exigua|(Sm.) A. Gray|Species        |Reviewed|accepted||
38029|Madia glomerata|Hook.|Species        |Reviewed|accepted||
38030|Madia gracilis|(Sm.) D.D. Keck|Species        |Reviewed|accepted||
38040|Madia sativa|Molina|Species        |Reviewed|accepted||
38045|Malacothrix clevelandii|A. Gray|Species        |Reviewed|accepted||
38048|Malacothrix floccifera|(DC.) S.F. Blake|Species        |Reviewed|accepted||
501470|Matricaria discoidea|DC.|Species        |Reviewed|accepted||
503706|Matricaria occidentalis|Greene|Species        |Reviewed|accepted||
780454|Micropus amphibolus|A. Gray|Species        |Reviewed|accepted||
38097|Micropus californicus|Fisch. & C.A. Mey.|Species        |Reviewed|accepted||
38099|Microseris acuminata|Greene|Species        |Reviewed|accepted||
38100|Microseris bigelovii|(A. Gray) Sch. Bip.|Species        |Reviewed|accepted||
503828|Microseris borealis|(Bong.) Sch. Bip.|Species        |Reviewed|accepted||
38103|Microseris douglasii|(DC.) Sch. Bip.|Species        |Reviewed|accepted||
38110|Microseris laciniata|(Hook.) Sch. Bip.|Species        |Reviewed|accepted||
38114|Microseris nutans|(Hook.) Sch. Bip.|Species        |Reviewed|accepted||
38115|Microseris paludosa|(Greene) J.T. Howell|Species        |Reviewed|accepted||
780460|Nestotus stenophyllus|(A. Gray) R.P. Roberts, Urbatsch & Neubig|Species        |Reviewed|accepted||
38131|Nothocalais alpestris|(A. Gray) K.L. Chambers|Species        |Reviewed|accepted||
38134|Nothocalais troximoides|(A. Gray) Greene|Species        |Reviewed|accepted||
38140|Onopordum acanthium|L.|Species        |Reviewed|accepted||
507640|Oreostemma alpigenum|(Torr. & A. Gray) Greene|Species        |Reviewed|accepted||
507641|Oreostemma elatum|(Greene) Greene|Species        |Reviewed|accepted||
518141|Packera bolanderi|(A. Gray) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
565346|Packera breweri|(Burtt Davy) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
518142|Packera cana|(Hook.) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
565349|Packera clevelandii|(Greene) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
565354|Packera eurycephala|(Torr. & A. Gray) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
565359|Packera greenei|(A. Gray) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
565361|Packera hesperia|(Greene) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
518149|Packera indecora|(Greene) A. Löve & D. Löve|Species        |Reviewed|accepted||
565364|Packera macounii|(Greene) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
518150|Packera multilobata|(Torr. & A. Gray ex A. Gray) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
518156|Packera pseudaurea|(Rydb.) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
518158|Packera streptanthifolia|(Greene) W.A. Weber & A. Löve|Species        |Reviewed|accepted||
504232|Pentachaeta exilis|(A. Gray) A. Gray|Species        |Reviewed|accepted||
36054|Petasites frigidus|(L.) Fr.|Species        |Reviewed|accepted||
38239|Phalacroseris bolanderi|A. Gray|Species        |Reviewed|accepted||
|Plecostachys serpyllifolia|||||
780481|Pleiacanthus spinosus|(Nutt.) Rydb.|Species        |Reviewed|accepted||
36066|Pluchea odorata|auct. non (L.) Cass.|Species        |Reviewed|not accepted|196238|Pluchea carolinensis
565416|Pluchea odorata|(L.) Cass.|Species        |Reviewed|accepted||
780488|Pseudognaphalium beneolens|(Davidson) Anderb.|Species        |Reviewed|accepted||
780489|Pseudognaphalium biolettii|Anderb.|Species        |Reviewed|accepted||
507649|Pseudognaphalium californicum|(DC.) Anderb.|Species        |Reviewed|accepted||
508108|Pseudognaphalium canescens|(DC.) W.A. Weber|Species        |Reviewed|accepted||
507655|Pseudognaphalium luteoalbum|(L.) Hilliard & B.L. Burtt|Species        |Reviewed|accepted||
519666|Pseudognaphalium microcephalum|(Nutt.) Anderb.|Species        |Reviewed|accepted||
507659|Pseudognaphalium ramosissimum|(Nutt.) Anderb.|Species        |Reviewed|accepted||
508110|Pseudognaphalium stramineum|(Kunth) Anderb.|Species        |Reviewed|accepted||
780492|Pseudognaphalium thermale|(E.E. Nelson) G.L. Nesom|Species        |Reviewed|accepted||
38307|Psilocarphus brevissimus|Nutt.|Species        |Reviewed|accepted||
780493|Psilocarphus chilensis|A. Gray|Species        |Reviewed|accepted||
38308|Psilocarphus elatior|(A. Gray) A. Gray|Species        |Reviewed|accepted||
38309|Psilocarphus oregonus|Nutt.|Species        |Reviewed|accepted||
38310|Psilocarphus tenellus|Nutt.|Species        |Reviewed|accepted||
504692|Pyrrocoma apargioides|(A. Gray) Greene|Species        |Reviewed|accepted||
504693|Pyrrocoma carthamoides|Hook.|Species        |Reviewed|accepted||
504696|Pyrrocoma hirta|(A. Gray) Greene|Species        |Reviewed|accepted||
504699|Pyrrocoma lanceolata|(Hook.) Greene|Species        |Reviewed|accepted||
504702|Pyrrocoma racemosa|(Nutt.) Torr. & A. Gray|Species        |Reviewed|accepted||
504704|Pyrrocoma uniflora|(Hook.) Greene|Species        |Reviewed|accepted||
38330|Rafinesquia californica|Nutt.|Species        |Reviewed|accepted||
38333|Raillardella argentea|(A. Gray) A. Gray|Species        |Reviewed|accepted||
38335|Raillardella pringlei|Greene|Species        |Reviewed|accepted||
38348|Rigiopappus leptocladus|A. Gray|Species        |Reviewed|accepted||
36768|Rudbeckia californica|A. Gray|Species        |Reviewed|accepted||
507664|Rudbeckia glaucescens|Eastw.|Species        |Reviewed|accepted||
36765|Rudbeckia hirta|L.|Species        |Reviewed|accepted||
507665|Rudbeckia klamathensis|P. Cox & Urbatsch|Species        |Reviewed|accepted||
36782|Rudbeckia occidentalis|Nutt.|Species        |Reviewed|accepted||
38354|Santolina chamaecyparissus|L.|Species        |Reviewed|accepted||
36078|Saussurea americana|D.C. Eaton|Species        |Reviewed|accepted||
505091|Scorzonera hispanica|L.|Species        |Reviewed|accepted||
36099|Senecio aronicoides|DC.|Species        |Reviewed|accepted||
505124|Senecio clevelandii|Greene|Species        |Reviewed|not accepted|565349|Packera clevelandii
505126|Senecio flaccidus|Less.|Species        |Reviewed|accepted||
36135|Senecio fremontii|Torr. & A. Gray|Species        |Reviewed|accepted||
521311|Senecio glomeratus|Desf. ex Poir.|Species        |Reviewed|accepted||
505128|Senecio hydrophiloides|Rydb.|Species        |Reviewed|accepted||
36144|Senecio hydrophilus|Nutt.|Species        |Reviewed|accepted||
36148|Senecio integerrimus|Nutt.|Species        |Reviewed|accepted||
36089|Senecio jacobaea|L.|Species        |Reviewed|not accepted|780394|Jacobaea vulgaris
521336|Senecio minimus|Poir.|Species        |Reviewed|not accepted|780298|Erechtites minimus
36182|Senecio serra|Hook.|Species        |Reviewed|accepted||
505138|Senecio sylvaticus|L.|Species        |Reviewed|accepted||
36090|Senecio triangularis|Hook.|Species        |Reviewed|accepted||
36194|Senecio vulgaris|L.|Species        |Reviewed|accepted||
508088|Sericocarpus oregonensis|Nutt.|Species        |Reviewed|accepted||
38413|Silybum marianum|(L.) Gaertn.|Species        |Reviewed|accepted||
36224|Solidago canadensis|L.|Species        |Reviewed|accepted||
36251|Solidago elongata|Nutt.|Species        |Reviewed|accepted||
521727|Solidago lepida|DC.|Species        |Reviewed|accepted||
36279|Solidago multiradiata|Aiton|Species        |Reviewed|accepted||
36307|Solidago spathulata|DC.|Species        |Reviewed|accepted||
36311|Solidago spectabilis|(D.C. Eaton) A. Gray|Species        |Reviewed|accepted||
505290|Solidago velutina|DC.|Species        |Reviewed|accepted||
38879|Soliva sessilis|Ruiz & Pav.|Species        |Reviewed|accepted||
38421|Sonchus arvensis|L.|Species        |Reviewed|accepted||
38424|Sonchus asper|(L.) Hill|Species        |Reviewed|accepted||
38427|Sonchus oleraceus|L.|Species        |Reviewed|accepted||
38434|Sphaeromeria potentilloides|(A. Gray) A. Heller|Species        |Reviewed|accepted||
505369|Stenotus acaulis|(Nutt.) Nutt.|Species        |Reviewed|accepted||
505372|Stenotus lanuginosus|(A. Gray) Greene|Species        |Reviewed|accepted||
196301|Stephanomeria elata|Nutt.|Species        |Reviewed|accepted||
38445|Stephanomeria exigua|Nutt.|Species        |Reviewed|accepted||
38446|Stephanomeria lactucina|A. Gray|Species        |Reviewed|accepted||
38449|Stephanomeria paniculata|Nutt.|Species        |Reviewed|accepted||
38455|Stephanomeria tenuifolia|(Raf.) H.M. Hall|Species        |Reviewed|accepted||
38457|Stephanomeria virgata|Benth.|Species        |Reviewed|accepted||
780520|Stylocline gnaphaloides|Nutt.|Species        |Reviewed|accepted||
522184|Symphyotrichum ascendens|(Lindl.) G.L. Nesom|Species        |Reviewed|accepted||
522187|Symphyotrichum bracteolatum|auct. non (Nutt.) G.L. Nesom|Species        |Reviewed|not accepted|565552|Symphyotrichum eatonii
522188|Symphyotrichum campestre|(Nutt.) G.L. Nesom|Species        |Reviewed|accepted||
522189|Symphyotrichum chilense|(Nees) G.L. Nesom|Species        |Reviewed|accepted||
522208|Symphyotrichum foliaceum|(Lindl. ex DC.) G.L. Nesom|Species        |Reviewed|accepted||
522210|Symphyotrichum frondosum|(Nutt.) G.L. Nesom|Species        |Reviewed|accepted||
522215|Symphyotrichum hendersonii|(Fernald) G.L. Nesom|Species        |Reviewed|accepted||
522219|Symphyotrichum lanceolatum|(Willd.) G.L. Nesom|Species        |Reviewed|accepted||
522222|Symphyotrichum lentum|(Greene) G.L. Nesom|Species        |Reviewed|accepted||
522249|Symphyotrichum spathulatum|(Lindl.) G.L. Nesom|Species        |Reviewed|accepted||
522252|Symphyotrichum subspicatum|(Nees) G.L. Nesom|Species        |Reviewed|accepted||
36323|Tanacetum balsamita|L.|Species        |Reviewed|accepted||
36324|Tanacetum bipinnatum|(L.) Sch. Bip.|Species        |Reviewed|accepted||
505434|Tanacetum parthenium|(L.) Sch. Bip.|Species        |Reviewed|accepted||
36328|Tanacetum vulgare|L.|Species        |Reviewed|accepted||
36203|Taraxacum californicum|Munz & I.M. Johnst.|Species        |Reviewed|accepted||
522365|Taraxacum erythrospermum|Andrz. ex Besser|Species        |Reviewed|accepted||
36213|Taraxacum officinale|F.H. Wigg.|Species        |Reviewed|accepted||
38494|Tetradymia canescens|DC.|Species        |Reviewed|accepted||
