genus,species,score
Pleiacanthus,spinosus,0.0001605809892469644
Pluchea,odorata,1.7514975303884822e-05
Prenanthes,alata,0.0006903252198813664
Pseudognaphalium,beneolens,7.005990121553929e-05
Pseudognaphalium,biolettii,8.757487651942411e-06
Pseudognaphalium,californicum,0.0005890853557525262
Pseudognaphalium,canescens,8.757487651942411e-06
Pseudognaphalium,luteoalbum,0.000749133861164109
Pseudognaphalium,macounii,0.00016093086224285702
Pseudognaphalium,microcephalum,0.0007865257791106644
Pseudognaphalium,ramosissimum,7.005990121553929e-05
Pseudognaphalium,stramineum,0.002334454294905367
Pseudognaphalium,thermale,0.0024600418865391915
Pseudognaphalium,viscosum,5.1135201472693805e-05
Psilocarphus,brevissimus,0.0005160274826871522
Psilocarphus,chilensis,8.757487651942411e-06
Psilocarphus,elatior,0.0022144736167002115
Psilocarphus,oregonus,0.0007561429382770016
Psilocarphus,tenellus,0.0008668321427742424
Pyrrocoma,apargioides,8.757487651942411e-06
Pyrrocoma,carthamoides,0.0007282314959325861
Pyrrocoma,cuspidata,1.6546429280561253e-05
Pyrrocoma,hirta,0.0004383054024770738
Pyrrocoma,lanceolata,0.0005392341444448329
Pyrrocoma,racemosa,0.0014463680912964905
Pyrrocoma,turbinella,1.6546429280561253e-05
Pyrrocoma,uniflora,1.7514975303884822e-05
Rafinesquia,californica,0.00033214190781447647
Raillardella,argentea,0.0007679897031985232
Raillardella,pringlei,0.00036781448138158124
Raillardella,scaposa,9.927857568336753e-05
Rainiera,stricta,0.0023237523148652937
Ratibida,columnifera,3.309285856112251e-05
Rhaponticum,repens,0.00017598137789240825
Rigiopappus,leptocladus,0.0014576993095599144
Rudbeckia,alpicola,2.5567600736346902e-05
Rudbeckia,amplexicaulis,2.5567600736346902e-05
Rudbeckia,californica,0.00023455564799782828
Rudbeckia,fulgida,1.6546429280561253e-05
Rudbeckia,glaucescens,0.0009628656863140581
Rudbeckia,hirta,0.00020401343828308874
Rudbeckia,klamathensis,0.0001576347777349634
Rudbeckia,laciniata,2.5567600736346902e-05
Rudbeckia,occidentalis,0.002742082918251841
Santolina,chamaecyparissus,8.757487651942411e-06
Saussurea,americana,0.0016068777234616465
Scorzonella,leptosephala,2.5567600736346902e-05
Scorzonera,hispanica,8.757487651942411e-06
Senecio,albescens,0.0002812436080998159
Senecio,aronicoides,0.000758995787649019
Senecio,bloomeri,3.309285856112251e-05
Senecio,cineraria,4.4818931516672646e-05
Senecio,clevelandii,8.757487651942411e-06
Senecio,crassulus,3.309285856112251e-05
Senecio,cymbalarioides,7.67028022090407e-05
Senecio,elmeri,2.5567600736346902e-05
Senecio,flaccidus,2.6272462955827234e-05
Senecio,fremontii,0.0016178075425043645
Senecio,glomeratus,0.0006346650839676959
Senecio,hydrophiloides,0.0009178536650355849
Senecio,hydrophilus,0.0010421664031795045
Senecio,inaequidens,5.1135201472693805e-05
Senecio,integerrimus,0.00874546723769379
Senecio,jacobaea,0.012333906759083364
Senecio,lugens,0.0002301084066271221
Senecio,minimus,0.001866133797354788
Senecio,nemorensis,2.5567600736346902e-05
Senecio,neowebsteri,0.0008181632235631009
Senecio,serra,0.0004742125936884225
Senecio,sphaerocephalus,2.5567600736346902e-05
Senecio,squalidus,2.5567600736346902e-05
Senecio,sylvaticus,0.004201845233179109
Senecio,triangularis,0.010198325011764828
Senecio,viscosus,0.00010979566077016321
Senecio,vulgaris,0.008576783223351956
Sericocarpus,oregonensis,0.0011021961736672181
Sericocarpus,rigidus,0.0008658533642955284
Sigesbeckia,orientalis,1.6546429280561253e-05
Silybum,marianum,0.002336308417460735
Sinacalia,tangutica,2.5567600736346902e-05
Solidago,altissima,1.6546429280561253e-05
Solidago,canadensis,0.000989524981700704
Solidago,curtisii,2.5567600736346902e-05
Solidago,elongata,0.005821449301125981
Solidago,gigantea,0.000163802071458612
Solidago,glutinosa,0.00040908161178155044
Solidago,lepida,0.003708722285423771
Solidago,missouriensis,0.0004450456795584279
Solidago,multiradiata,0.0022302889618495613
Solidago,rigida,0.0001789732051544283
Solidago,simplex,0.0016377931220503974
Solidago,spathulata,0.0013992051579784356
Solidago,spectabilis,0.0001508661424675018
Solidago,uliginosa,2.5567600736346902e-05
Solidago,velutina,0.0015326932463118161
Soliva,sessilis,0.002270628100814805
Sonchus,arvensis,0.001213821244021079
Sonchus,asper,0.006474304066971396
Sonchus,oleraceus,0.005373967865413696
Sphaeromeria,potentilloides,0.00016740138485225967
Stenotus,acaulis,0.0002763654207688629
Stenotus,lanuginosus,0.00045366521768048726
Stephanomeria,elata,0.00020828318504200106
Stephanomeria,exigua,0.00017036997015586742
Stephanomeria,lactucina,0.0007825808407820135
Stephanomeria,paniculata,0.0005651972339270914
Stephanomeria,tenuifolia,0.0009345207123624111
Stephanomeria,virgata,0.000477839397101372
Stylocline,gnaphaloides,8.757487651942411e-06
Symphyotrichum,ascendens,0.0005968631104853417
Symphyotrichum,boreale,6.768163075325506e-05
Symphyotrichum,bracteolatum,0.0005089657770696205
Symphyotrichum,campestre,0.0005259320393343316
Symphyotrichum,chilense,0.0016888403117238232
Symphyotrichum,ciliatum,7.67028022090407e-05
Symphyotrichum,ciliolatum,2.5567600736346902e-05
Symphyotrichum,cordifolium,2.5567600736346902e-05
Symphyotrichum,cusickii,4.211403001690816e-05
Symphyotrichum,drummondii,2.5567600736346902e-05
Symphyotrichum,eatonii,0.0015762614535371731
Symphyotrichum,ericoides,0.0002451589222766733
Symphyotrichum,falcatum,2.5567600736346902e-05
Symphyotrichum,foliaceum,0.005131862997305286
Symphyotrichum,frondosum,0.000665908776007832
Symphyotrichum,hallii,0.002838581436445415
Symphyotrichum,hendersonii,0.0001715392527493972
Symphyotrichum,jessicae,2.5567600736346902e-05
Symphyotrichum,laeve,0.00011881683222594886
Symphyotrichum,lanceolatum,0.00011102789059733002
Symphyotrichum,lateriflorum,2.5567600736346902e-05
Symphyotrichum,lentum,8.757487651942411e-06
Symphyotrichum,novae-angliae,0.00014288851933128572
Symphyotrichum,novi-belgii,0.00017897320515442833
Symphyotrichum,pilosum,0.0001534056044180814
Symphyotrichum,praealtum,2.5567600736346902e-05
Symphyotrichum,spathulatum,0.0058826570172417865
Symphyotrichum,subspicatum,0.007287237759619616
Tanacetum,balsamita,0.0001844751817405074
Tanacetum,bipinnatum,0.00218444293297623
Tanacetum,camphoratum,0.00017927572606669058
Tanacetum,parthenium,0.0008977820564908163
Tanacetum,vulgare,0.003237668294294238
Taraxacum,californicum,8.757487651942411e-06
Taraxacum,ceratophorum,0.0001789732051544283
Taraxacum,erythrospermum,0.0006699959119272553
Taraxacum,officinale,0.013189010662709087
Taraxacum,taraxacum,2.5567600736346902e-05
Tetradymia,canescens,0.001160111197303177
Tetradymia,glabrata,1.7514975303884822e-05
Tetradymia,spinosa,8.273214640280628e-05
Tolpis,barbata,0.00010508985182330893
Tonestus,lyallii,0.0007603851210969056
Townsendia,florifer,0.0005902315565809575
Townsendia,montana,1.6546429280561253e-05
Townsendia,parryi,1.6546429280561253e-05
Tracyina,rostrata,0.00021893719129856027
Tragopogon,dubius,0.003289595482765442
Tragopogon,floccosus,2.5567600736346902e-05
Tragopogon,mirus,4.963928784168377e-05
Tragopogon,miscellus,2.5567600736346902e-05
Tragopogon,porrifolius,0.0012952152695336547
Tragopogon,pratensis,0.000305566923946387
Tripleurospermum,inodorum,0.0005135984802471538
Tripleurospermum,maritimum,0.0002722224366440303
Trixis,grandiflorum,2.5567600736346902e-05
Troximon,grandiflorum,2.5567600736346902e-05
Troximon,heterophyllum,0.00010227040294538761
Tussilago,farfara,0.00020454080589077522
Uropappus,lindleyi,0.0006476889384844668
Verbesina,occidentalis,2.5567600736346902e-05
Wyethia,amplexicaulis,0.000353292361699836
Wyethia,angustifolia,0.00358695488199836
Wyethia,glabra,0.00011287879345192778
Wyethia,helenioides,0.0001663922653869058
Wyethia,longicaulis,0.0004553893579010054
Wyethia,mollis,0.0007785290018836116
Xanthium,affine,2.5567600736346902e-05
Xanthium,silphiifolium,2.5567600736346902e-05
Xanthium,spinosum,0.0005380363434718818
Xanthium,strumarium,0.0022881095154312797
